Player,Overall_Shooting_Rating,Total_Shots,Goals,Goal_Rate_%,Avg_Shot_Quality,Shot_Consistency,Best_Shot,Worst_Shot
mario gaspar,28.8,10,1,10.0,56.0,26.2,100.0,30.0
christian brocchi,28.7,12,0,0.0,45.2,14.8,88.0,34.0
carmelo,28.7,11,1,9.1,50.8,21.1,99.0,32.0
amidu salifu,28.6,11,0,0.0,52.0,23.8,90.0,33.0
luciano fabian monzon,28.6,9,1,11.1,62.0,26.8,95.0,30.0
cedrick,28.6,11,0,0.0,52.1,23.2,100.0,35.0
luis hernandez,28.5,10,1,10.0,55.5,26.4,97.0,13.0
jonathan bamba,28.4,10,1,10.0,55.4,23.2,100.0,35.0
viktor fischer,28.4,11,0,0.0,49.5,15.9,95.0,38.0
roland sallai,28.4,9,0,0.0,63.2,24.1,90.0,38.0
adrian gonzalez,28.3,6,1,16.7,85.0,6.6,95.0,76.0
joao pereira,28.3,10,0,0.0,56.6,25.2,98.0,36.0
fabrice,28.2,10,1,10.0,54.8,21.8,95.0,33.0
joffrey cuffaut,28.2,10,1,10.0,54.8,21.6,90.0,35.0
emmanuel emenike,28.2,10,0,0.0,56.3,20.5,94.0,36.0
stephan furstner,28.2,10,1,10.0,55.0,25.1,94.0,26.0
thomas hitzlsperger,28.2,10,0,0.0,56.5,23.7,93.0,32.0
manu garcia,28.2,10,1,10.0,54.9,20.1,95.0,41.0
luca mazzitelli,28.2,12,0,0.0,47.0,21.2,95.0,32.0
jerry van dam,28.2,10,1,10.0,54.9,20.5,95.0,35.0
thomas meunier,28.2,10,1,10.0,54.8,21.7,95.0,34.0
gino peruzzi,28.2,9,1,11.1,60.9,23.9,95.0,37.0
felipe lopes,28.1,11,0,0.0,44.5,6.9,52.0,31.0
rolando aarons,28.1,9,2,22.2,59.1,22.9,95.0,38.0
thomas ince,28.0,9,1,11.1,60.7,24.5,100.0,37.0
francesco fedato,28.0,9,0,0.0,62.1,26.8,95.0,36.0
thomas vermaelen,28.0,9,1,11.1,60.7,28.6,99.0,32.0
andi lila,27.9,10,2,20.0,52.8,24.4,97.0,33.0
jeansylvain babin,27.9,8,2,25.0,66.0,25.6,98.0,44.0
simone romagnoli,27.8,11,0,0.0,48.9,16.8,97.0,36.0
bruno martins indi,27.8,8,1,12.5,67.6,21.8,97.0,36.0
maurizio lanzaro,27.8,8,1,12.5,67.5,26.8,96.0,39.0
nicolaj thomsen,27.8,9,1,11.1,60.1,21.8,97.0,38.0
jordan bowery,27.8,8,1,12.5,67.5,30.6,98.0,33.0
sergio alvarez,27.8,9,2,22.2,58.6,28.8,100.0,32.0
ross wallace,27.8,9,1,11.1,60.0,23.3,99.0,35.0
mohamed mara,27.7,11,0,0.0,44.4,7.9,55.0,31.0
jordan marie,27.7,11,1,9.1,49.0,23.0,99.0,33.0
christian fernandez,27.6,9,0,0.0,61.4,26.3,97.0,41.0
matthieu saunier,27.6,12,2,16.7,43.6,20.5,95.0,13.0
abderazak jadid,27.6,10,0,0.0,55.3,21.4,88.0,36.0
nicola bellomo,27.4,9,1,11.1,59.2,20.7,90.0,35.0
tom carroll,27.4,9,1,11.1,59.2,24.9,100.0,36.0
alejandro alonso,27.4,9,0,0.0,60.9,24.9,100.0,38.0
quentin othon,27.4,10,1,10.0,53.2,26.1,92.0,32.0
munir,27.3,8,2,25.0,64.5,26.8,99.0,32.0
george friend,27.3,11,0,0.0,46.5,13.8,83.0,32.0
giuseppe rizzo,27.2,11,0,0.0,49.5,20.1,93.0,35.0
matteo bianchetti,27.2,7,1,14.3,75.7,26.8,98.0,36.0
jason shackell,27.2,10,1,10.0,52.8,25.5,95.0,13.0
danny simpson,27.1,11,0,0.0,49.3,20.0,90.0,33.0
ivan obradovic,27.1,10,0,0.0,53.2,17.9,90.0,34.0
daniel brinkmann,27.0,11,0,0.0,47.0,15.9,85.0,35.0
ruben pena,27.0,9,0,0.0,60.0,26.4,96.0,38.0
nicolas gaitan,27.0,7,3,42.9,70.7,29.0,95.0,35.0
christian zapata,27.0,11,0,0.0,47.5,16.9,97.0,35.0
simon francis,27.0,11,0,0.0,46.4,14.5,86.0,33.0
goran karanovic,27.0,6,1,16.7,86.2,17.7,100.0,52.0
gabriel obertan,26.9,9,1,11.1,58.1,25.5,94.0,35.0
aristote madiani,26.8,6,1,16.7,84.3,15.1,93.0,54.0
riza durmisi,26.7,11,0,0.0,48.5,20.2,90.0,33.0
kolo toure,26.7,10,2,20.0,50.4,25.1,97.0,13.0
julian weigl,26.6,12,0,0.0,42.3,16.1,90.0,33.0
ceara,26.6,9,1,11.1,57.3,26.5,95.0,32.0
gilles cioni,26.6,11,0,0.0,48.3,20.2,90.0,32.0
enzo reale,26.6,8,1,12.5,64.5,26.5,99.0,36.0
ariel,26.6,8,2,25.0,62.8,28.4,100.0,35.0
andrew wooten,26.6,8,1,12.5,64.5,23.2,100.0,41.0
alen stevanovic,26.5,9,2,22.2,55.6,23.3,98.0,35.0
miguel angel guerrero ,26.5,8,1,12.5,64.0,19.5,92.0,43.0
gary oneil,26.5,11,0,0.0,41.5,6.9,50.0,29.0
steven berghuis,26.4,8,0,0.0,66.0,28.2,95.0,36.0
olivier veigneau,26.4,10,0,0.0,52.7,24.1,88.0,33.0
rodnei,26.4,6,1,16.7,85.3,21.9,97.0,41.0
abel khaled,26.4,9,0,0.0,58.7,25.1,95.0,36.0
gibril sankoh,26.4,8,0,0.0,66.1,23.7,95.0,41.0
mohamed larbi,26.3,7,1,14.3,73.0,25.4,95.0,38.0
milan petrzela,26.2,10,0,0.0,52.0,19.0,88.0,31.0
lionel scaloni,26.2,10,1,10.0,49.3,16.7,90.0,38.0
claude dielna,26.2,11,0,0.0,47.7,20.6,88.0,31.0
amin younes,26.1,8,1,12.5,63.4,27.6,100.0,31.0
marcus rohden,26.1,10,0,0.0,52.2,23.9,95.0,28.0
yohandry orozco,26.0,10,0,0.0,51.8,19.8,98.0,35.0
david albelda,26.0,11,0,0.0,46.8,19.0,88.0,33.0
florent zitte,26.0,8,1,12.5,63.1,21.4,90.0,38.0
alfie mawson,26.0,8,2,25.0,61.4,23.9,97.0,41.0
johnny heitinga,25.8,9,1,11.1,55.7,21.7,99.0,41.0
javier manquillo,25.8,10,0,0.0,51.5,22.7,93.0,32.0
cristiano lombardi,25.8,8,1,12.5,62.5,23.3,98.0,38.0
mickael le bihan,25.8,7,1,14.3,71.6,22.8,92.0,35.0
antonio barreca,25.7,11,0,0.0,39.5,5.7,50.0,33.0
syam ben youssef,25.7,7,3,42.9,67.0,23.0,92.0,44.0
zhi gin lam,25.7,7,1,14.3,71.3,24.8,90.0,35.0
kevin kratz,25.7,10,0,0.0,51.4,21.1,90.0,32.0
damir vrancic,25.7,11,1,9.1,45.2,19.6,88.0,13.0
bernard mendy,25.6,11,1,9.1,45.2,19.9,90.0,13.0
aldo kalulu,25.6,7,3,42.9,66.9,29.1,100.0,38.0
lucas tousart,25.6,8,0,0.0,64.0,22.1,92.0,41.0
abde barrada,25.5,9,0,0.0,56.7,22.8,97.0,39.0
ronny garbuschewski,25.5,7,0,0.0,73.0,22.6,95.0,42.0
kevin diaz,25.5,10,0,0.0,50.4,18.7,95.0,32.0
issa baradji,25.5,7,3,42.9,66.4,26.5,100.0,35.0
simy,25.5,10,1,10.0,48.1,17.4,94.0,30.0
matti lund nielsen,25.4,10,0,0.0,50.8,21.3,97.0,35.0
jorge martinez,25.4,9,0,0.0,56.3,22.5,94.0,30.0
milorad pekovic,25.3,10,0,0.0,48.7,16.0,90.0,33.0
leandro castan,25.3,8,1,12.5,61.4,26.6,97.0,31.0
kevin gomis,25.3,9,1,11.1,54.7,25.6,97.0,13.0
guillermo rodriguez,25.3,10,0,0.0,49.5,17.7,97.0,35.0
ikechi anya,25.3,10,0,0.0,49.3,17.3,95.0,32.0
filip helander,25.2,7,3,42.9,65.6,28.8,98.0,41.0
marco capuano,25.2,9,1,11.1,54.4,23.8,96.0,37.0
mathias abel,25.2,8,0,0.0,62.9,24.9,93.0,38.0
nery castillo,25.2,6,2,33.3,78.8,23.3,95.0,45.0
stephan schrock,25.0,8,0,0.0,62.4,25.4,97.0,35.0
arlind ajeti,25.0,10,2,20.0,47.0,20.6,96.0,13.0
wilfried moimbe,25.0,8,0,0.0,62.6,24.7,92.0,33.0
bruno ecuele,25.0,9,0,0.0,55.4,22.2,97.0,41.0
luna,24.8,8,1,12.5,60.2,28.8,96.0,32.0
jeanpascal mignot,24.8,8,1,12.5,60.2,25.9,99.0,38.0
atsuto uchida,24.8,7,1,14.3,68.9,28.5,98.0,35.0
florian jarjat,24.8,9,2,22.2,51.9,26.6,96.0,13.0
vigaray,24.8,8,1,12.5,60.1,28.0,95.0,35.0
davide succi,24.8,6,2,33.3,77.5,28.4,100.0,35.0
pablo insua,24.8,8,1,12.5,60.2,28.5,96.0,27.0
dusan svento,24.8,9,1,11.1,53.3,21.2,93.0,33.0
jordan nkololo,24.7,7,0,0.0,70.7,24.5,93.0,38.0
anselmo,24.7,9,1,11.1,53.1,20.5,92.0,38.0
felix bastians,24.7,10,1,10.0,47.9,24.3,90.0,13.0
dorian caddy,24.7,7,0,0.0,70.6,24.0,95.0,45.0
kevin kuranyi,24.6,8,0,0.0,61.5,26.4,95.0,37.0
rachid,24.6,10,0,0.0,48.6,18.7,98.0,33.0
heinrich schmidtgal,24.6,10,0,0.0,42.3,6.0,54.0,32.0
martin latka,24.5,9,1,11.1,52.8,26.2,97.0,13.0
alex bruce,24.5,9,0,0.0,54.4,22.0,93.0,36.0
marc roca,24.5,9,0,0.0,54.4,24.7,90.0,31.0
vincent marchetti,24.4,11,0,0.0,43.2,17.5,90.0,29.0
gabriel heinze,24.4,10,0,0.0,47.4,17.0,93.0,32.0
joris gnagnon,24.4,9,0,0.0,53.7,18.9,94.0,38.0
victor laguardia,24.4,8,3,37.5,55.4,26.6,99.0,34.0
hasan salihamidzic,24.4,7,3,42.9,63.4,26.3,90.0,27.0
maxime lopez,24.4,7,1,14.3,67.7,30.6,100.0,35.0
martin amedick,24.3,9,0,0.0,52.7,17.5,97.0,37.0
christian kabasele,24.3,7,2,28.6,65.1,27.9,97.0,31.0
fethi harek,24.3,11,1,9.1,42.3,18.7,90.0,13.0
pablo,24.2,7,1,14.3,67.0,23.2,97.0,36.0
romain metanire,24.2,9,0,0.0,53.7,21.9,95.0,35.0
gaston silva,24.2,9,0,0.0,53.9,23.7,89.0,28.0
simon zenke,24.2,9,1,11.1,52.1,20.1,95.0,35.0
marcel hartel,24.2,8,0,0.0,60.4,25.1,93.0,35.0
carlos embalo,24.0,8,0,0.0,60.1,27.2,97.0,31.0
levy madinda,24.0,9,0,0.0,53.4,20.1,90.0,37.0
stefano pettinari,24.0,9,0,0.0,52.6,18.4,93.0,36.0
remi mulumba,24.0,7,0,0.0,68.4,27.7,95.0,32.0
vincent rufli,24.0,10,0,0.0,48.0,20.1,85.0,32.0
brendan galloway,23.9,10,0,0.0,45.5,15.4,85.0,31.0
issam el adoua,23.8,8,0,0.0,59.4,25.5,98.0,35.0
baba rahman,23.7,8,0,0.0,59.1,25.4,95.0,33.0
david junca,23.6,10,0,0.0,40.1,5.8,53.0,32.0
ezequiel garay,23.6,6,2,33.3,73.8,23.9,97.0,38.0
roque mesa,23.6,9,0,0.0,52.4,23.3,95.0,35.0
robert bauer,23.6,10,2,20.0,42.5,16.6,87.0,28.0
tobias badila,23.5,9,1,11.1,50.6,24.7,99.0,27.0
dalbert,23.5,9,0,0.0,52.2,23.4,95.0,35.0
kevin malcuit,23.5,10,0,0.0,47.0,20.4,95.0,26.0
glenn loovens,23.4,8,0,0.0,58.4,21.7,93.0,36.0
salvatore masiello,23.4,9,0,0.0,51.8,19.4,85.0,34.0
mauro formica,23.4,7,1,14.3,64.7,25.9,98.0,41.0
souleymane doukara,23.4,9,0,0.0,44.4,5.0,50.0,35.0
nedum onuoha,23.3,10,1,10.0,41.1,12.0,53.0,13.0
karim rekik,23.3,9,3,33.3,46.9,24.6,91.0,13.0
asier del horno,23.3,9,0,0.0,51.8,23.7,97.0,32.0
alexandre coeff,23.3,9,0,0.0,51.8,21.1,90.0,32.0
kostas mitroglou,23.2,7,0,0.0,66.4,24.2,97.0,43.0
edimilson fernandes,23.2,9,0,0.0,48.0,13.0,81.0,35.0
karl henry,23.2,10,0,0.0,43.7,14.5,83.0,32.0
marco crimi,23.2,7,0,0.0,66.4,22.9,93.0,35.0
tiago ilori,23.2,7,1,14.3,64.1,25.0,97.0,41.0
philipp zulechner,23.1,8,1,12.5,55.9,25.3,99.0,38.0
alberto rivera,23.1,10,0,0.0,43.7,15.0,83.0,29.0
gilberto,23.0,7,0,0.0,65.6,24.0,93.0,35.0
oscar ewolo,23.0,10,0,0.0,45.9,21.6,88.0,32.0
alassane toure,23.0,7,1,14.3,63.7,22.7,96.0,44.0
nahuel,23.0,9,0,0.0,51.1,25.4,95.0,33.0
andrea lisuzzo,23.0,6,0,0.0,76.5,23.0,97.0,45.0
gaetano masucci,23.0,7,0,0.0,65.7,27.1,97.0,38.0
pape sane,23.0,6,1,16.7,74.3,23.7,99.0,41.0
ziri hammar,23.0,8,0,0.0,57.5,26.4,90.0,31.0
lucas torreira,22.9,9,0,0.0,50.9,20.2,90.0,32.0
stuart okeefe,22.8,7,0,0.0,65.0,23.5,90.0,36.0
xabier etxeita,22.8,6,2,33.3,71.0,29.2,99.0,39.0
mamadou sylla,22.8,8,0,0.0,56.5,19.2,95.0,39.0
gianluca zambrotta,22.8,8,1,12.5,55.1,22.8,92.0,32.0
oliver torres,22.8,9,0,0.0,50.6,21.8,90.0,31.0
sergio,22.7,8,1,12.5,54.8,25.6,96.0,32.0
martin angha,22.7,8,0,0.0,56.8,22.4,90.0,35.0
dani pacheco,22.7,7,0,0.0,64.9,27.1,100.0,36.0
lloyd palun,22.7,7,1,14.3,62.7,27.3,95.0,38.0
andres tunez,22.7,8,0,0.0,56.6,23.6,96.0,36.0
theoson siebatcheu,22.6,6,2,33.3,70.3,26.3,97.0,37.0
jamaal lascelles,22.6,4,2,50.0,96.2,1.3,98.0,95.0
haitam aleesami,22.6,9,0,0.0,50.2,21.1,88.0,33.0
pietro iemmello,22.6,7,1,14.3,62.4,22.0,98.0,45.0
lars jacobsen,22.5,8,1,12.5,54.4,22.8,97.0,35.0
alejandro faurlin,22.5,8,0,0.0,56.1,22.9,95.0,35.0
borja gomez,22.4,8,1,12.5,54.1,26.7,92.0,13.0
pontus jansson,22.4,5,1,20.0,86.0,19.1,96.0,52.0
gregory,22.4,8,0,0.0,55.9,23.7,95.0,35.0
rodrigue ninga,22.4,8,1,12.5,54.1,26.4,98.0,35.0
assane diousse,22.4,10,0,0.0,42.8,15.9,83.0,32.0
roman bezjak,22.3,8,0,0.0,55.8,24.5,100.0,38.0
javi garcia,22.3,7,0,0.0,63.9,24.8,95.0,41.0
domenico maietta,22.3,7,0,0.0,63.7,28.3,99.0,32.0
paul seguin,22.3,8,1,12.5,53.9,21.2,90.0,38.0
borja mayoral,22.3,8,1,12.5,52.4,17.2,88.0,40.0
lionel zouma,22.3,9,1,11.1,48.0,21.7,87.0,13.0
roberto canella,22.3,9,1,11.1,47.9,22.6,95.0,13.0
jung bin park,22.2,8,0,0.0,55.5,21.9,95.0,36.0
kone,22.2,7,0,0.0,63.4,25.8,97.0,41.0
yassine jebbour,22.2,8,0,0.0,55.5,22.0,95.0,38.0
javier paredes,22.2,9,1,11.1,47.7,24.1,97.0,13.0
mauricio lemos,22.2,7,0,0.0,63.4,23.7,90.0,31.0
igor lewczuk,22.2,6,1,16.7,71.3,28.4,98.0,41.0
andres tello,22.1,7,0,0.0,63.1,26.6,88.0,31.0
cris,22.1,7,2,28.6,58.9,24.7,98.0,42.0
renato sanches,22.1,7,0,0.0,63.1,22.8,90.0,38.0
felipe saad,22.1,8,0,0.0,54.8,19.2,93.0,41.0
juan albin,22.1,6,2,33.3,68.7,23.5,93.0,38.0
ashley fletcher,22.0,7,0,0.0,62.7,25.6,95.0,36.0
aderlan santos,22.0,7,0,0.0,62.9,24.7,95.0,35.0
jon flanagan,22.0,7,1,14.3,60.9,26.5,99.0,35.0
thiago cionek,22.0,6,0,0.0,73.5,23.9,97.0,44.0
joan oriol,22.0,9,0,0.0,47.6,17.3,90.0,32.0
alex moreno,22.0,6,0,0.0,73.2,27.6,95.0,38.0
matheus carvalho,21.9,7,1,14.3,60.4,22.9,100.0,44.0
kazuki nagasawa,21.9,7,0,0.0,62.6,21.1,95.0,40.0
tom ince,21.9,7,0,0.0,62.6,21.0,90.0,40.0
gaetano berardi,21.9,7,0,0.0,62.6,25.7,94.0,35.0
ze eduardo love,21.8,7,1,14.3,60.1,24.3,95.0,38.0
patrick mcnair,21.8,7,0,0.0,62.4,26.0,96.0,33.0
ignacio piatti,21.8,9,0,0.0,41.4,5.9,50.0,33.0
mateo pavlovic,21.7,7,1,14.3,59.9,24.4,97.0,39.0
clint hill,21.7,7,1,14.3,59.9,24.8,96.0,37.0
abdoulaye bamba,21.7,9,2,22.2,44.9,23.0,90.0,13.0
pablo granoche,21.6,8,0,0.0,53.9,22.0,97.0,38.0
jeffrey gouweleeuw,21.6,5,1,20.0,83.4,22.9,98.0,43.0
alberto lora,21.6,9,0,0.0,43.7,11.5,68.0,26.0
paul konchesky,21.5,6,1,16.7,69.3,29.0,99.0,41.0
matthew lowton,21.4,9,0,0.0,45.3,15.6,85.0,33.0
matty fryatt,21.4,6,2,33.3,66.2,26.9,92.0,39.0
riccardo cazzola,21.4,9,0,0.0,41.6,8.0,55.0,33.0
carlao,21.4,8,1,12.5,47.9,12.6,76.0,36.0
douglas,21.3,7,1,14.3,58.9,23.4,95.0,32.0
rudy haddad,21.3,9,0,0.0,40.6,6.6,48.0,31.0
nam taehee,21.3,7,0,0.0,60.9,29.2,95.0,36.0
lennart thy,21.3,7,1,14.3,58.7,25.2,95.0,36.0
mario sampirisi,21.3,6,1,16.7,68.5,25.6,95.0,42.0
aron gunnarsson,21.2,8,0,0.0,51.1,16.1,90.0,41.0
anthony knockaert,21.2,8,0,0.0,51.9,17.8,94.0,35.0
adam armstrong,21.2,8,0,0.0,53.0,21.7,90.0,35.0
brayan angulo,21.2,8,1,12.5,51.2,24.1,93.0,32.0
rafal wolski,21.2,7,1,14.3,58.6,25.3,100.0,38.0
kakha kaladze,21.1,6,0,0.0,70.3,24.5,98.0,43.0
pascal stenzel,21.1,9,0,0.0,46.9,20.7,100.0,33.0
igor filipenko,21.1,8,0,0.0,48.9,12.3,78.0,38.0
jonathan tinhan,21.1,6,1,16.7,67.8,28.9,96.0,38.0
marlon frey,21.0,9,0,0.0,45.7,17.9,90.0,33.0
bruno martella,21.0,9,0,0.0,46.7,20.4,83.0,28.0
diego novaretti,20.9,7,0,0.0,59.7,24.3,99.0,41.0
sebastien grax,20.9,7,1,14.3,57.6,28.5,98.0,32.0
lorenzo pasciuti,20.9,6,2,33.3,64.7,26.4,100.0,43.0
cristian gomez,20.9,8,1,12.5,49.8,18.8,90.0,33.0
sehrou guirassy,20.9,6,0,0.0,69.7,22.1,90.0,41.0
mohamed gouaida,20.9,6,0,0.0,69.7,28.2,99.0,35.0
vincent laurini,20.9,7,2,28.6,55.4,30.5,91.0,13.0
ben gibson,20.8,6,1,16.7,67.0,28.3,96.0,36.0
mattia filippi,20.8,5,0,0.0,83.2,22.2,100.0,45.0
jakub swierczok,20.8,8,0,0.0,52.0,23.2,93.0,34.0
damiano ferronetti,20.7,6,2,33.3,64.0,36.5,98.0,13.0
erwin hoffer,20.7,7,1,14.3,57.0,24.1,94.0,38.0
emanuel insua,20.7,7,0,0.0,59.1,29.8,95.0,31.0
christian terlizzi,20.7,6,2,33.3,63.2,18.6,91.0,43.0
vegar hedenstad,20.7,9,0,0.0,45.0,18.1,90.0,26.0
marco torsiglieri,20.7,7,1,14.3,57.0,27.1,98.0,26.0
patric,20.7,9,0,0.0,39.6,7.0,53.0,32.0
juankar,20.6,5,0,0.0,82.6,22.3,95.0,43.0
carlos fernandez,20.6,6,1,16.7,66.2,29.2,94.0,35.0
deme ndiaye,20.6,6,0,0.0,68.5,27.9,95.0,43.0
jordan rhodes,20.6,6,0,0.0,68.8,27.9,97.0,38.0
raphael caceres,20.6,6,0,0.0,68.7,26.8,97.0,43.0
reto ziegler,20.6,7,0,0.0,58.9,21.3,93.0,42.0
mats daehli,20.6,6,1,16.7,66.0,24.6,100.0,48.0
vadim demidov,20.6,8,1,12.5,49.5,21.5,92.0,13.0
christian strohdiek,20.6,6,0,0.0,68.5,25.7,96.0,41.0
ciro capuano,20.5,8,0,0.0,51.1,22.0,95.0,33.0
moussa kone,20.4,6,1,16.7,65.5,30.9,98.0,34.0
gianmarco ferrari,20.4,5,2,40.0,75.4,27.1,97.0,41.0
leonardo spinazzola,20.4,8,0,0.0,44.1,6.1,55.0,35.0
yunis abdelhamid,20.4,7,0,0.0,58.1,27.0,98.0,39.0
antolin alcaraz,20.4,7,2,28.6,54.1,31.3,97.0,13.0
leonardo miglionico,20.3,7,0,0.0,58.0,26.3,98.0,37.0
fakhreddine ben youssef,20.3,7,0,0.0,57.9,19.8,90.0,45.0
ole selnaes,20.3,8,0,0.0,48.0,14.5,83.0,36.0
samba diakite,20.3,8,0,0.0,50.8,22.1,88.0,33.0
bryan rabello,20.2,6,0,0.0,67.3,19.9,93.0,50.0
niklas moisander,20.2,8,1,12.5,48.8,26.5,97.0,13.0
marios oikonomou,20.1,7,0,0.0,57.4,22.6,92.0,41.0
toni sunjic,20.1,7,1,14.3,54.3,17.7,93.0,44.0
armand traore,20.1,7,0,0.0,57.4,25.3,96.0,37.0
adrian marin,20.1,6,0,0.0,67.0,26.4,95.0,43.0
odise roshi,20.0,6,1,16.7,64.2,24.4,88.0,35.0
kevin wimmer,20.0,8,2,25.0,46.4,22.4,84.0,13.0
umar sadiq,20.0,5,0,0.0,79.8,26.3,98.0,35.0
jon bautista,20.0,5,2,40.0,74.2,25.2,100.0,45.0
marko pjaca,20.0,7,0,0.0,57.3,22.6,90.0,40.0
carlos soler,20.0,6,1,16.7,64.2,28.4,95.0,32.0
malik fathi,20.0,6,0,0.0,66.7,24.7,90.0,39.0
alessandro crescenzi,19.9,8,0,0.0,49.8,25.0,95.0,26.0
rodolfo bodipo,19.9,5,1,20.0,76.6,28.0,97.0,44.0
heldon,19.8,6,0,0.0,66.2,28.4,98.0,34.0
felipe gutierrez,19.8,7,1,14.3,54.3,22.6,93.0,32.0
clint dempsey,19.8,8,0,0.0,49.1,19.2,95.0,33.0
chris,19.8,6,1,16.7,63.5,27.8,92.0,35.0
franck honorat,19.8,6,0,0.0,66.0,24.3,90.0,35.0
tim hoogland,19.7,7,0,0.0,56.3,25.9,95.0,38.0
sergio ballesteros,19.7,6,1,16.7,63.2,25.9,96.0,37.0
miguel torres,19.6,7,1,14.3,53.7,28.7,97.0,32.0
roversio,19.6,5,3,60.0,69.2,38.7,97.0,13.0
pablo barrera,19.6,5,1,20.0,75.6,23.7,95.0,45.0
ariel borysiuk,19.6,7,0,0.0,56.1,28.5,88.0,27.0
daniel agger,19.6,5,2,40.0,72.4,27.0,96.0,42.0
chris lowe,19.6,6,0,0.0,65.5,24.4,89.0,40.0
albin ebondo,19.5,9,0,0.0,43.3,19.8,95.0,33.0
charles diers,19.5,7,1,14.3,53.6,28.6,98.0,32.0
ashley cole,19.5,7,0,0.0,55.7,21.1,85.0,35.0
claud adjapong,19.4,7,1,14.3,53.3,19.8,95.0,38.0
alvaro arroyo,19.4,7,1,14.3,53.4,26.6,97.0,30.0
freddy guarin,19.4,7,0,0.0,55.4,23.9,90.0,35.0
sven kums,19.3,8,0,0.0,46.0,15.4,83.0,35.0
abdoulaye keita,19.3,8,0,0.0,44.2,11.8,68.0,35.0
daniel pudil,19.3,7,1,14.3,53.0,20.0,93.0,35.0
stephane bahoken,19.2,6,2,33.3,58.8,27.3,98.0,35.0
cristian llama,19.2,7,0,0.0,54.7,23.4,88.0,33.0
federico andrada,19.2,7,0,0.0,47.7,5.6,53.0,38.0
joseph akpala,19.2,7,1,14.3,52.0,18.5,90.0,32.0
ilan aruajo,19.1,6,1,16.7,61.2,27.6,99.0,38.0
nicolas farina,19.1,7,0,0.0,47.1,5.3,54.0,38.0
borja ekiza,19.0,6,0,0.0,63.5,24.6,97.0,44.0
clement lenglet,19.0,6,0,0.0,63.3,21.5,92.0,44.0
marco sailer,19.0,6,1,16.7,60.7,25.6,94.0,38.0
davide lanzafame,19.0,6,1,16.7,61.0,20.9,95.0,38.0
juan angel albin,19.0,5,0,0.0,76.2,27.3,100.0,45.0
pedrinho,18.8,5,1,20.0,72.4,32.5,100.0,36.0
andrea barberis,18.8,6,0,0.0,62.7,27.2,90.0,33.0
jeremy toljan,18.8,6,1,16.7,60.0,31.3,100.0,32.0
kennedy,18.8,7,0,0.0,53.9,21.0,85.0,35.0
maxime le marchand,18.8,6,1,16.7,60.2,27.7,96.0,38.0
federico mattiello,18.7,7,0,0.0,53.1,19.7,95.0,35.0
daniel bruckner,18.7,8,0,0.0,40.2,7.2,50.0,32.0
sebastian cristoforo,18.7,7,0,0.0,53.6,22.7,86.0,35.0
josue,18.6,6,0,0.0,62.0,21.3,90.0,43.0
craig cathcart,18.6,6,2,33.3,56.8,31.7,99.0,13.0
steven paulle,18.6,6,1,16.7,59.5,27.3,97.0,32.0
francesco zampano,18.6,6,0,0.0,61.8,24.4,95.0,42.0
esmael,18.6,6,1,16.7,59.7,24.4,95.0,37.0
ager aketxe,18.6,6,1,16.7,59.7,25.2,90.0,32.0
lee tomlin,18.6,5,0,0.0,74.6,22.3,95.0,50.0
denis bouanga,18.5,7,1,14.3,49.9,18.1,88.0,32.0
pablo hervias,18.5,5,1,20.0,71.0,28.0,100.0,38.0
daniel torres,18.5,6,0,0.0,61.7,27.0,98.0,32.0
adam lang,18.5,7,1,14.3,44.0,6.6,54.0,36.0
leon britton,18.4,8,0,0.0,45.0,18.0,88.0,32.0
gianluca waldschmidt,18.4,6,0,0.0,61.5,25.9,95.0,41.0
younes kaabouni,18.4,7,0,0.0,52.7,26.2,90.0,31.0
amine chermiti,18.4,6,0,0.0,61.3,26.2,95.0,38.0
alexander ring,18.4,6,0,0.0,61.3,25.5,95.0,37.0
andrea esposito,18.4,5,1,20.0,70.4,21.3,89.0,41.0
tom davies,18.4,6,1,16.7,58.8,26.6,95.0,35.0
james troisi,18.4,5,0,0.0,73.8,26.8,95.0,36.0
daniel candeias,18.3,6,0,0.0,61.2,25.8,95.0,36.0
malang sarr,18.3,5,1,20.0,70.2,26.2,96.0,35.0
saliou ciss,18.3,7,1,14.3,50.1,27.1,90.0,13.0
hector rodas,18.3,6,0,0.0,61.0,20.4,95.0,44.0
simone del nero,18.3,7,2,28.6,48.1,20.5,90.0,33.0
bo svensson,18.2,7,2,28.6,47.9,27.3,85.0,13.0
janik haberer,18.2,5,2,40.0,66.6,27.4,98.0,45.0
jonathan calleri,18.2,6,1,16.7,58.3,20.8,100.0,45.0
patrick ekeng ekeng,18.2,6,1,16.7,58.3,24.2,95.0,38.0
jose luis palomino,18.2,6,1,16.7,58.2,26.0,92.0,35.0
moestafa el kabir,18.2,5,1,20.0,69.6,24.5,95.0,43.0
deivid,18.1,8,1,12.5,39.6,12.6,53.0,13.0
chinedu ede,18.1,6,1,16.7,57.5,19.5,94.0,38.0
bennard yao kumordzi,18.1,6,1,16.7,57.8,27.7,95.0,35.0
isaac vorsah,18.1,7,0,0.0,44.4,5.2,51.0,37.0
benjamin pavard,18.0,7,0,0.0,50.7,18.4,88.0,33.0
arnaud nordin,18.0,6,1,16.7,57.3,27.4,100.0,33.0
yrondu musavuking,18.0,5,1,20.0,69.2,22.7,96.0,52.0
